,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
29374,22531696,Luxury Condo Lexington & Park Ave  Sleeps 6,27482728,Manhattan,Midtown,40.74317,-73.98605,Entire home/apt,255,2,69,149
29404,22553501,Central Park Cozy Home,165715198,Manhattan,Midtown,40.760059999999996,-73.96540999999999,Private room,70,1,52,128
29425,22571719,307 east 44th street fully furnished,165898555,Manhattan,Midtown,40.7504,-73.96934,Entire home/apt,170,30,1,364
29483,22629010,Fashion week stay!,165907758,Manhattan,Midtown,40.753009999999996,-73.97277,Entire home/apt,200,7,0,0
29501,22647656,59th Street,15819815,Manhattan,Midtown,40.7601,-73.96356,Entire home/apt,100,30,1,177
29536,22673257,Studio Apartment Above Stephen Colbert Show,5079985,Manhattan,Midtown,40.76334,-73.98257,Entire home/apt,165,2,4,188
29541,22681018,307 east 44th street fully furnished,165898555,Manhattan,Midtown,40.75059,-73.97122,Entire home/apt,170,30,0,364
29549,22687843,307 east 44th street fully furnished,165898555,Manhattan,Midtown,40.751290000000004,-73.9698,Entire home/apt,170,30,0,364
29643,22761054,Bright spacious Studio overlooking Manhattan,168121995,Manhattan,Midtown,40.75241,-73.98558,Entire home/apt,120,180,3,299
29671,22789426,"Newly Refurbished MIDTOWN Condo, PRIVATE BATHROOM",38638199,Manhattan,Midtown,40.75721,-73.96813,Private room,50,1,18,0
29779,22899900,Private Room A In Prime Location,162427870,Manhattan,Midtown,40.74698,-73.98906,Private room,110,1,135,311
29791,22911635,"Three Bedroom Duplex apart. Clean, Modern Apt. 41",80479138,Manhattan,Midtown,40.75946,-73.96498000000001,Entire home/apt,189,30,3,108
29800,22926871,Navidad en Manhattan oportunidad bajaron precios!,34679426,Manhattan,Midtown,40.76482,-73.97965,Private room,300,1,2,0
29813,22938753,Luxury Studio near Central Park - Times Square,4920221,Manhattan,Midtown,40.76551,-73.98315,Entire home/apt,189,29,3,358
29822,22950209,Chic Studio,170008285,Manhattan,Midtown,40.74779,-73.98734,Entire home/apt,220,3,36,331
29828,22955340,Beautiful apartment with gorgeous views,39062378,Manhattan,Midtown,40.76372,-73.98355,Shared room,60,2,0,0
29921,23035874,CHIC & LARGE private bedroom in fancy neighborhood,13126043,Manhattan,Midtown,40.74422,-73.98473,Private room,145,2,29,74
29982,23084751,Cozy Entire Apt Midtown East,67375976,Manhattan,Midtown,40.75544,-73.96901,Entire home/apt,180,4,0,0
29989,23089441,2 BEDS IN 1BEDROOM & 1 BATH OASIS W/ BACKYARD,12872352,Manhattan,Midtown,40.75881,-73.96295,Entire home/apt,325,1,0,267
29995,23091275,Modern Studio Apartment,49258234,Manhattan,Midtown,40.7654,-73.98039,Entire home/apt,160,2,3,0
30029,23120062,Quiet & Convenient in heart of midtown,3324577,Manhattan,Midtown,40.7592,-73.97017,Private room,95,2,56,54
30038,23126850,Beautiful Cozy Fully Furnished - 1 BD Midtown West,12873109,Manhattan,Midtown,40.75287,-73.99065999999999,Entire home/apt,160,2,0,0
30099,23199948,Empire State Studio,172506981,Manhattan,Midtown,40.74827,-73.98828,Entire home/apt,150,3,27,320
30121,23222680,Private 1-bedroom Apartment in the Lombardy,100829279,Manhattan,Midtown,40.76163,-73.97113,Entire home/apt,210,1,108,216
30144,23252443,Wyndham Midtown 45 (2 Bedroom Presidential) 2A,100238132,Manhattan,Midtown,40.75377,-73.97223000000001,Entire home/apt,339,3,40,0
30178,23288584,Manhattan Club 1 Bedroom (Sleeps 4 adults),40381718,Manhattan,Midtown,40.76422,-73.98188,Private room,250,1,0,0
30188,23293483,20 w 53Rd st full furnished 2BR,53179388,Manhattan,Midtown,40.76126,-73.97628,Entire home/apt,500,180,0,363
30216,23322795,San Carlos Hotel Garden Terrace Penthouse- up to 4,173685298,Manhattan,Midtown,40.756640000000004,-73.97191,Private room,700,1,0,179
30243,23355382,THE SNUG Luxury Hotel Studio at 56th/Park,8990438,Manhattan,Midtown,40.75978,-73.97159,Entire home/apt,169,30,48,325
30392,23496215,Charming Studio,175448639,Manhattan,Midtown,40.74633,-73.98694,Entire home/apt,170,4,47,320
30402,23508191,A Penthouse in Manhattan,174951212,Manhattan,Midtown,40.764,-73.98033000000001,Entire home/apt,550,2,0,0
30447,23559210,Sweet Studio Manhattan,176038984,Manhattan,Midtown,40.74688,-73.98701,Entire home/apt,220,4,17,208
30533,23629364,BEST value in Midtown! 1-bdrm luxury condo.,133288905,Manhattan,Midtown,40.753209999999996,-73.97131999999999,Entire home/apt,187,3,12,6
30558,23648504,2-bdrm Luxury Condo in Midtown,133288905,Manhattan,Midtown,40.75173,-73.9727,Entire home/apt,374,3,11,3
30583,23668731,Family studio beside Empire State #68,177174475,Manhattan,Midtown,40.74805,-73.9868,Entire home/apt,120,1,8,267
30584,23668732,Family Studio beside Empire State #3,177174475,Manhattan,Midtown,40.74677,-73.98698,Entire home/apt,120,1,6,246
30585,23668733,Double Studio beside Empire State #6,177174475,Manhattan,Midtown,40.74776,-73.98668,Entire home/apt,107,1,0,208
30586,23668734,Deluxe Studio view Empire State #10,177174475,Manhattan,Midtown,40.74796,-73.98814,Entire home/apt,137,1,10,182
30587,23668735,Deluxe Apartment view Broadway #5,177174475,Manhattan,Midtown,40.74731,-73.98821,Entire home/apt,163,1,11,221
30588,23668736,One Bedroom Apartment beside Empire State #9,177174475,Manhattan,Midtown,40.746359999999996,-73.98680999999999,Entire home/apt,153,1,7,226
30589,23668737,Family Studio beside Empire State #53,177174475,Manhattan,Midtown,40.74793,-73.98834000000001,Entire home/apt,120,1,3,257
30590,23668738,Deluxe Studio view Empire State #8,177174475,Manhattan,Midtown,40.748259999999995,-73.98873,Entire home/apt,137,1,7,218
30591,23668739,Family Studio besides Empire State Building #59,177174475,Manhattan,Midtown,40.74825,-73.98853000000001,Entire home/apt,120,1,3,200
30592,23668740,Deluxe Studio view Broadway #4,177174475,Manhattan,Midtown,40.74657,-73.98691,Entire home/apt,163,1,8,225
30593,23668741,One Bedroom Apartment beside Empire State #4,177174475,Manhattan,Midtown,40.7474,-73.98685,Entire home/apt,153,1,4,216
30594,23668742,Family Studio beside Empire State #52,177174475,Manhattan,Midtown,40.74649,-73.98723000000001,Entire home/apt,137,1,5,162
30595,23668743,Family Studio near Empire State #56,177174475,Manhattan,Midtown,40.74796,-73.98788,Entire home/apt,120,1,7,232
30596,23668745,Family Apartment One Bedroom beside Empire State #62,177174475,Manhattan,Midtown,40.74653,-73.98716999999999,Entire home/apt,208,1,4,215
30597,23668746,One Bedroom Apartment beside Empire State #6,177174475,Manhattan,Midtown,40.74706,-73.98689,Entire home/apt,153,1,7,234
30598,23668747,Deluxe Apartment Fith Ave View #89,177174475,Manhattan,Midtown,40.74643,-73.98729,Entire home/apt,163,1,8,239
30612,23682503,Private Bedroom in a well-furnished Manhattan Apt,27245,Manhattan,Midtown,40.755320000000005,-73.9654,Private room,90,2,15,0
30613,23682816,2 Bedroom Presidential Suite - Wyndham Midtown 45,11186022,Manhattan,Midtown,40.75311,-73.97306,Private room,400,3,2,2
30634,23700333,Private room only 1 min from Empire state Building,18882408,Manhattan,Midtown,40.74995,-73.98602,Private room,108,3,7,0
30700,23754446,1 bedroom apartment on West 34th street,76104209,Manhattan,Midtown,40.75015,-73.98651,Entire home/apt,200,30,0,365
30701,23754556,Studio on East 44th street and 2nd Ave,76104209,Manhattan,Midtown,40.75132,-73.96925999999999,Entire home/apt,159,30,0,364
30864,23900717,Wyndham Midtown 45 (2 Bedroom Presidential) 9A,100238132,Manhattan,Midtown,40.75181,-73.97137,Entire home/apt,339,3,34,0
30867,23901030,Wyndham Midtown 45 (2 Bedroom Presidential) 5A,100238132,Manhattan,Midtown,40.75316,-73.97163,Entire home/apt,339,3,34,0
30869,23901252,Wyndham Midtown 45 (1 Bedroom Presidential) 3A,100238132,Manhattan,Midtown,40.75307,-73.97162,Entire home/apt,269,3,5,0
30870,23901420,Wyndham Midtown 45 (1 Bedroom Presidential) 2A,100238132,Manhattan,Midtown,40.75226,-73.97355999999999,Entire home/apt,269,3,5,0
30871,23901526,Wyndham Midtown 45 (1 Bedroom Presidential) 1A,100238132,Manhattan,Midtown,40.75293,-73.97315,Entire home/apt,269,3,5,0
30873,23901975,BrightClean Studio near Grand Central (MurrayHill),43275413,Manhattan,Midtown,40.7464,-73.97986999999999,Entire home/apt,180,2,18,4
30875,23902905,Shared Room in Midtown East,1429710,Manhattan,Midtown,40.75693,-73.97078,Shared room,63,1,18,56
30888,23919286,Comfortable and close to everything!,179789963,Manhattan,Midtown,40.74564,-73.98181,Entire home/apt,115,3,3,0
30965,23995936,FLATIRON LUXURY HIGHRISE//STUNNING VIEWS//4 BEDS!!,180548427,Manhattan,Midtown,40.74562,-73.98510999999999,Entire home/apt,620,4,38,309
30983,24019698,Midtown East furnished studio apartment,100965471,Manhattan,Midtown,40.75247,-73.9695,Entire home/apt,119,2,3,0
31032,24075850,Cozy private room in Times Square/Rockefeller,4227606,Manhattan,Midtown,40.75866,-73.98031999999999,Private room,100,3,13,0
31093,24132058,2 Bdrm Luxury Condo Wyndham Presidential Sleeps 6,60617669,Manhattan,Midtown,40.75305,-73.96947,Entire home/apt,365,2,1,0
31120,24156731,2019 New York Marathon Weekend,132856118,Manhattan,Midtown,40.76441,-73.98145,Entire home/apt,394,3,1,13
31131,24162064,Heart of Midtown Manhattan,182092241,Manhattan,Midtown,40.75359,-73.97028,Entire home/apt,160,3,48,203
31137,24164956,Cozy 1 Bedroom Apt~Midtown-East Manhattan NYC!,132492053,Manhattan,Midtown,40.75523,-73.97104,Entire home/apt,185,1,8,29
31153,24182137,Wyndham Midtown 45 (2 Bedroom Presidential) 1A,100238132,Manhattan,Midtown,40.75383,-73.97278,Entire home/apt,339,3,28,0
31160,24187794,Renovated 1 BDR Apt~ Heart of Midtown Manhattan ❤️,29582882,Manhattan,Midtown,40.75592,-73.96956999999999,Entire home/apt,99,2,54,98
31175,24205351,Wyndham Midtown 45 (2 Bedroom Presidential) 8A,100238132,Manhattan,Midtown,40.753679999999996,-73.97317,Entire home/apt,339,3,30,0
31196,24226955,Spectacular 1-Bedroom modern apartment in Flatiron,7461066,Manhattan,Midtown,40.743829999999996,-73.98387,Entire home/apt,200,7,1,0
31218,24245905,One-br apt in the heart of NYC for late May,131914514,Manhattan,Midtown,40.75265,-73.9684,Entire home/apt,150,4,0,0
31282,24287863,In the heart of NYC...,165395917,Manhattan,Midtown,40.75512,-73.97155,Private room,350,2,60,148
31288,24289926,Comfortable and spacious bedroom in midtown east,149324749,Manhattan,Midtown,40.75628,-73.96918000000001,Private room,130,2,2,0
31374,24378358,NYC Time's Square Luxury Pent House Apartment,183989835,Manhattan,Midtown,40.76419,-73.97455,Entire home/apt,299,3,22,278
31382,24387440,Midtown East Prime UN Location,184065290,Manhattan,Midtown,40.75418,-73.9664,Entire home/apt,180,30,16,3
31399,24398725,Relaxing place for recharge energy,110907551,Manhattan,Midtown,40.74515,-73.9813,Private room,120,1,12,156
31438,24449621,fifth ave,184653310,Manhattan,Midtown,40.75775,-73.97955999999999,Entire home/apt,300,7,14,85
31473,24497080,Corporate Studio Midtown East,61391963,Manhattan,Midtown,40.75393,-73.96611999999999,Entire home/apt,125,30,5,304
31474,24497152,Stunning Elevator 2 Bedroom Midtown East,61391963,Manhattan,Midtown,40.75569,-73.96679,Entire home/apt,150,30,1,332
31519,24540842,High End Hilton Club in midtown Manhattan,6524762,Manhattan,Midtown,40.76487,-73.97856999999999,Entire home/apt,250,1,9,89
31568,24583645,"Best Location, Cozy Modern Room in Midtown",48805583,Manhattan,Midtown,40.7496,-73.98244,Entire home/apt,170,6,35,0
31572,24593351,Beautiful Gut Renovated NYC 1 Bedroom LOFT,105797483,Manhattan,Midtown,40.7452,-73.98427,Entire home/apt,400,1,16,47
31608,24627684,Quaint NYC studio- tree lined St.- great location!,47895481,Manhattan,Midtown,40.7446,-73.98399,Entire home/apt,175,1,2,0
31653,24657328,Heart of the City,173373234,Manhattan,Midtown,40.75864,-73.97035,Entire home/apt,200,30,7,188
31741,24751713,"The Manhattan Club, NYC",183736521,Manhattan,Midtown,40.76592,-73.98095,Private room,125,3,1,5
31846,24852364,Luxury Apartment in Midtown East,95051172,Manhattan,Midtown,40.75377,-73.97301999999999,Private room,169,2,0,0
31863,24857741,"Studio, Empire State Building area.",135131537,Manhattan,Midtown,40.748459999999994,-73.98708,Entire home/apt,180,6,38,27
31866,24865151,Luxury Central Park Views Iconic building,2570750,Manhattan,Midtown,40.76682,-73.97943000000001,Entire home/apt,1195,3,27,40
31876,24871661,Madison Square Studio w/ Elevator,188023318,Manhattan,Midtown,40.742340000000006,-73.98277,Entire home/apt,145,5,0,40
31933,24919725,Shared Open Studio - Floor Space,159154462,Manhattan,Midtown,40.757220000000004,-73.98161999999999,Shared room,85,1,5,83
32119,25101138,WYNDHAM MIDTOWN 45 NEAR THE UNITED NATIONS,189734742,Manhattan,Midtown,40.75184,-73.97301999999999,Private room,175,2,3,0
32131,25110742,Cozy 1-Bedroom Apartment in Idyllic Sutton Place,32761501,Manhattan,Midtown,40.75581,-73.96605,Entire home/apt,190,1,7,156
32178,25157795,Spacious 1-bedroom apartment in prime Midtown East,4294646,Manhattan,Midtown,40.75377,-73.96609000000001,Entire home/apt,90,30,4,0
32257,25232008,Central Park South Better than a 5-Star Hotel,47100454,Manhattan,Midtown,40.76457,-73.97518000000001,Entire home/apt,166,30,0,0
32273,25249692,wonderful presidential suite in midtown manhattan,119328219,Manhattan,Midtown,40.75439,-73.97339000000001,Entire home/apt,175,30,6,22
32312,25285637,Midtown east for 5 people,191011879,Manhattan,Midtown,40.75298,-73.96919,Entire home/apt,199,2,50,92
32322,25290572,Wyndham Midtown 45 (2 Bedroom Presidential) 4A,100238132,Manhattan,Midtown,40.75196,-73.97148,Entire home/apt,339,3,18,0
32324,25290969,Wyndham Midtown 45 (2 Bedroom Presidential) 3A,100238132,Manhattan,Midtown,40.75305,-73.97129,Entire home/apt,339,3,14,0
32387,25348802,Cozy & comfortable STUDIO in MIDTOWN NYC,23121862,Manhattan,Midtown,40.75815,-73.96489,Shared room,165,4,0,12
32403,25357219,Cozy room on the river,75435800,Manhattan,Midtown,40.75523,-73.96367,Private room,109,3,7,0
32411,25371837,Beautiful United Nations Studio/ Best location.,1475015,Manhattan,Midtown,40.75215,-73.97152,Entire home/apt,83,30,0,309
32462,25445960,Midtown room with a living room and rooftop!,85541181,Manhattan,Midtown,40.75115,-73.98607,Private room,300,30,0,81
32535,25504641,New York City Manhattan Midtown Convenient Place,192469172,Manhattan,Midtown,40.74342,-73.98207,Entire home/apt,160,1,68,33
32560,25519673,Private Room with Skyline View in Doorman Building,91392933,Manhattan,Midtown,40.75405,-73.97291,Private room,249,3,29,41
32567,25534977,Amazing Times Square Room close to Everything,110115422,Manhattan,Midtown,40.76538,-73.98293000000001,Private room,150,2,79,120
32697,25764974,Deluxe Family Studio with Empire State views #7,177174475,Manhattan,Midtown,40.74815,-73.98832,Entire home/apt,131,1,10,224
32729,25786000,Explorer's Apartment,193791518,Manhattan,Midtown,40.75565,-73.96722,Entire home/apt,186,3,45,219
32833,25864717,Studio - 5Mins to Times Square,37412692,Manhattan,Midtown,40.766659999999995,-73.98156,Entire home/apt,200,30,0,362
32866,25893935,"Clean, Comfortable, Convenient",178807971,Manhattan,Midtown,40.75155,-73.97021,Entire home/apt,250,2,2,11
32881,25912647,Midtown East - Huge private room with terrace,193716904,Manhattan,Midtown,40.75704,-73.96531,Private room,100,3,4,0
32976,26004664,Luxurious 2bed/2.5bath with Central Park Views,4876826,Manhattan,Midtown,40.76591,-73.97886,Entire home/apt,333,12,1,110
33101,26121892,"NO FEE, Brand New Luxury Studio in Manhattan",195656040,Manhattan,Midtown,40.749140000000004,-73.98779,Entire home/apt,350,7,0,0
33148,26156155,Beautiful studio apartment /Grand central location,166366283,Manhattan,Midtown,40.7511,-73.97103,Entire home/apt,170,7,2,64
33150,26157426,Luxurious Deluxe King Room St. Regis Manhattan,26556695,Manhattan,Midtown,40.76031,-73.9739,Entire home/apt,750,1,9,365
33171,26183173,Cozy apartment at the south tip of central park,99658452,Manhattan,Midtown,40.76039,-73.96504,Entire home/apt,139,30,1,0
33256,26257613,"Cozy studio, Best Location /Live like a New Yorker",42993277,Manhattan,Midtown,40.75016,-73.96925,Entire home/apt,175,3,5,230
33280,26278431,HUGE Private Bedroom in Midtown Manhattan!,42624482,Manhattan,Midtown,40.74897,-73.98642,Private room,120,3,2,0
33289,26291721,Gem in NoMad - entire apartment,197675041,Manhattan,Midtown,40.7424,-73.9837,Entire home/apt,220,3,0,28
33313,26320521,Beautiful Apartment across from Carnegie Hall,159498011,Manhattan,Midtown,40.7657,-73.98075,Entire home/apt,400,2,5,0
33334,26335893,Natural Light - Airy and Large Apartment,36644104,Manhattan,Midtown,40.75786,-73.96679,Entire home/apt,200,7,8,0
33337,26337439,3 Bed / 1.5 Bath Huge Midtown Apt!,198082137,Manhattan,Midtown,40.74431,-73.98196,Entire home/apt,350,5,36,124
33378,26370425,Amazing 1b1b in Luxury Building near Empire State,52529356,Manhattan,Midtown,40.74843,-73.98259,Entire home/apt,150,2,2,0
33387,26385422,NY HILTON CLUB 2 BR SUITE Luxury Holidays 2019,58071546,Manhattan,Midtown,40.761509999999994,-73.97894000000001,Entire home/apt,599,2,3,0
33400,26392206,Quaint One-Bedroom close to the UN !,47475970,Manhattan,Midtown,40.75468,-73.96563,Entire home/apt,180,4,11,1
33474,26465413,Spacious & charming apartment in the heart of NYC,199014573,Manhattan,Midtown,40.75486,-73.97251999999999,Private room,125,3,8,0
33524,26520216,Beautiful 1 bedroom in South Midtown Manhattan,11541034,Manhattan,Midtown,40.7523,-73.99024,Entire home/apt,210,5,7,0
33556,26555338,Immaculate and Spacious,20444038,Manhattan,Midtown,40.74624,-73.98255,Entire home/apt,465,2,31,142
33559,26557068,Midtown NYC: High End Resort Sleeps 2,172190160,Manhattan,Midtown,40.7521,-73.97334000000001,Private room,300,2,2,0
33597,26593733,Affordable room in the heart of New York.,33055418,Manhattan,Midtown,40.74573,-73.98323,Private room,90,3,6,70
33600,26594677,Wyndham Midtown 45 @ NYC,46555645,Manhattan,Midtown,40.75357,-73.97313,Private room,181,3,1,0
33627,26608589,Midtown 45 Manhattan with a view,173227728,Manhattan,Midtown,40.75157,-73.97134,Private room,250,3,0,5
33663,26665387,3 Level Loft♦♦♦Private Terrace W/views ♦♦♦Flatiron,158687034,Manhattan,Midtown,40.74493,-73.9824,Entire home/apt,500,5,39,114
33775,26770455,Very large room & apartment close to Central Park!,46844755,Manhattan,Midtown,40.76448,-73.97907,Private room,70,1,1,90
33835,26805568,Large Artist Studio - Prime Midtown Location,52666941,Manhattan,Midtown,40.749520000000004,-73.9713,Entire home/apt,157,5,11,0
33846,26810466,Bright Midtown East,53883793,Manhattan,Midtown,40.76085,-73.96627,Entire home/apt,180,2,2,4
33875,26833795,Doorman 44Th st& 2nd! UN Doorman Studio Gym 5226,16098958,Manhattan,Midtown,40.75047,-73.96935,Entire home/apt,140,30,2,311
34005,26941551,Charming Duplex with spacious & private back yard,1902114,Manhattan,Midtown,40.75707,-73.96417,Entire home/apt,250,2,12,14
34088,27015441,Studio Penthouse,176950173,Manhattan,Midtown,40.764759999999995,-73.97511,Entire home/apt,395,1,0,328
34089,27015464,Studio Penthouse,176950173,Manhattan,Midtown,40.764590000000005,-73.97529,Entire home/apt,395,1,0,328
34165,27089110,High Rise 2 Bed 2 Baths,75405696,Manhattan,Midtown,40.75316,-73.97241,Entire home/apt,450,6,2,48
34182,27111405,King Bedroom - Ideal for Business Travelers,1462483,Manhattan,Midtown,40.74585,-73.98236999999999,Private room,100,4,32,174
34185,27111881,Lovely Midtown Railroad Flat with Private Patio,6791240,Manhattan,Midtown,40.75546,-73.98085999999999,Entire home/apt,200,4,12,0
34231,27149449,LUXURY 1BR ON EAST 44TH~DOORMAN/LAUNDRY,200380610,Manhattan,Midtown,40.75019,-73.97045,Entire home/apt,225,30,0,310
34233,27150644,LUXURY DOORMAN STUDIOS ON EAST 44th,200380610,Manhattan,Midtown,40.75237,-73.9704,Entire home/apt,190,30,0,364
34260,27173844,Midtown (near Korean town) spacious private room,74529394,Manhattan,Midtown,40.74832,-73.98423000000001,Private room,80,5,2,0
34297,27215273,DOORMAN/ GYM/ MODERN 1 BR ON EAST 52ND ST,200380610,Manhattan,Midtown,40.75524,-73.96382,Entire home/apt,290,30,0,365
34298,27215478,LUXURY STUDIO ON WEST 56TH ST-POOL/GYM/CLUB HOUSE,200380610,Manhattan,Midtown,40.76701,-73.98174,Entire home/apt,225,30,0,249
34303,27216826,LUXURY 2BR 2BATH IN SUTTON PLACE-GYM/DOORMAN,200380610,Manhattan,Midtown,40.75457,-73.96248,Entire home/apt,360,30,0,364
34332,27237510,"*NO GUEST SERVICE FEE* Studio Suite w/ Queen Bed, Close to 51st St Subway",205031545,Manhattan,Midtown,40.752990000000004,-73.96659,Entire home/apt,699,3,8,204
34333,27237511,*NO GUEST SERVICE FEE* Beekman Tower Premium Studio Suite,205031545,Manhattan,Midtown,40.75414,-73.96595,Entire home/apt,699,3,3,204
34334,27237512,*NO GUEST SERVICE FEE* Studio Suite with Free Continental Breakfast Daily,205031545,Manhattan,Midtown,40.752390000000005,-73.96684,Entire home/apt,699,3,1,204
34335,27237516,*NO GUEST SERVICE FEE* Beekman Tower Studio with Queen Bed & Free Wifi,205031545,Manhattan,Midtown,40.75425,-73.96648,Entire home/apt,699,3,4,204
34336,27237526,*NO GUEST SERVICE FEE* 1 Bed Studio Suite - Close to UN Headquarters,205031545,Manhattan,Midtown,40.75397,-73.96696999999999,Entire home/apt,699,3,5,204
34337,27237539,*NO GUEST SERVICE FEE* Incredible Location! Luxury Midtown Studio with Kitchen,205031545,Manhattan,Midtown,40.75434,-73.96569000000001,Entire home/apt,699,3,3,164
34338,27237549,*NO GUEST SERVICE FEE* Luxury Studio Suite in Excellent Midtown Location,205031545,Manhattan,Midtown,40.75442,-73.96696,Entire home/apt,699,3,8,204
34339,27237563,*NO GUEST SERVICE FEE* Studio Suite w/ Convenient Midtown Location,205031545,Manhattan,Midtown,40.754020000000004,-73.9651,Entire home/apt,699,3,19,204
34340,27237570,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite,205031545,Manhattan,Midtown,40.75243,-73.9654,Entire home/apt,699,3,5,206
34341,27237572,"*NO GUEST SERVICE FEE* One Bedroom Suite w/ Queen Bed, Close to 51st St Subway",205031545,Manhattan,Midtown,40.75444,-73.96497,Entire home/apt,737,3,2,216
34342,27237577,*NO GUEST SERVICE FEE* One Bedroom Suite with Free Continental Breakfast Daily,205031545,Manhattan,Midtown,40.75224,-73.96651999999999,Entire home/apt,737,3,1,200
34343,27237578,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Kitchen,205031545,Manhattan,Midtown,40.75417,-73.96557,Entire home/apt,737,3,8,188
34344,27237583,*NO GUEST SERVICE FEE* Beekman Tower Premium One Bedroom Suite,205031545,Manhattan,Midtown,40.754020000000004,-73.96566999999999,Entire home/apt,737,3,1,222
34345,27237586,*NO GUEST SERVICE FEE* Luxury One Bedroom Suite in Excellent Midtown Location,205031545,Manhattan,Midtown,40.754509999999996,-73.96708000000001,Entire home/apt,737,3,0,206
34346,27237591,*NO GUEST SERVICE FEE* One Bedroom Suite - Close to UN Headquarters,205031545,Manhattan,Midtown,40.75425,-73.96556,Entire home/apt,737,3,4,249
34347,27237604,*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen,205031545,Manhattan,Midtown,40.75294,-73.96731,Entire home/apt,737,3,2,235
34348,27237606,*NO GUEST SERVICE FEE* Luxury One Bedroom Suite w/ Free Continental Breakfast,205031545,Manhattan,Midtown,40.75269,-73.96678,Entire home/apt,737,3,5,230
34349,27237609,*NO GUEST SERVICE FEE* Beekman Tower Studio with Fully Equipped Kitchen,205031545,Manhattan,Midtown,40.75308,-73.96732,Entire home/apt,699,3,9,190
34350,27237610,*NO GUEST SERVICE FEE* Great Location! Luxury Midtown Studio with Kitchen,205031545,Manhattan,Midtown,40.752309999999994,-73.96706999999999,Entire home/apt,699,3,7,176
34351,27237623,*NO GUEST SERVICE FEE* Luxury Studio Suite w/ Free Continental Breakfast,205031545,Manhattan,Midtown,40.752829999999996,-73.96675,Entire home/apt,699,3,3,196
34352,27237625,*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen,205031545,Manhattan,Midtown,40.75459,-73.96706999999999,Entire home/apt,737,3,3,153
34353,27237631,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Queen Bed & Free Wifi,205031545,Manhattan,Midtown,40.75238,-73.96653,Entire home/apt,737,3,2,224
34365,27251398,EAST RIVER VIEW~HIRISE STUDIO,200380610,Manhattan,Midtown,40.75424,-73.96311999999999,Entire home/apt,200,30,0,364
34366,27252114,TOWNHOUSE CHARME IN CITY~EAST 59th STREET STUDIO,200380610,Manhattan,Midtown,40.75909,-73.96398,Entire home/apt,154,30,0,364
34380,27261168,Renovated Comfy 1 BDR in Prime Midtown~Close toALL,204348856,Manhattan,Midtown,40.7562,-73.96795999999999,Entire home/apt,125,1,35,35
34386,27274799,RIVER VIEWS-EAST 52ND LUXURY 1 BR,200380610,Manhattan,Midtown,40.755790000000005,-73.9652,Entire home/apt,234,30,0,364
34388,27277569,LUXURY SUTTON PLACE 2BR 2BATH-DOORMAN/GYM,200380610,Manhattan,Midtown,40.75375,-73.96361999999999,Entire home/apt,350,30,0,364
34390,27278017,LUXURY 2BR ON WEST 26 ST-GYM/STORAGE ROOM,200380610,Manhattan,Midtown,40.74573,-73.99049000000001,Entire home/apt,550,30,0,339
34505,27368144,Sonder | Madison Ave | Pristine 1BR + Gym,12243051,Manhattan,Midtown,40.74812,-73.98602,Entire home/apt,287,29,0,219
34507,27368543,Executive 1BR in Midtown East by Sonder,12243051,Manhattan,Midtown,40.74803,-73.98666,Entire home/apt,287,29,0,219
34509,27368990,Sophisticated 1BR in Midtown East by Sonder,12243051,Manhattan,Midtown,40.7482,-73.98776,Entire home/apt,287,29,0,218
34525,27384626,TRUE2BR-PRIME MIDTOWN EAST~53rd&3rd,200380610,Manhattan,Midtown,40.75632,-73.96795,Entire home/apt,235,30,0,249
34526,27385411,LUXURY 1 BR ON WEST 56TH ST-POOL/GYM/CLUB HOUSE,200380610,Manhattan,Midtown,40.76634,-73.98155,Entire home/apt,320,30,0,249
34527,27385494,LUXURY 2 BR ON WEST 56TH ST-POOL/GYM/CLUB HOUSE,200380610,Manhattan,Midtown,40.765409999999996,-73.98179,Entire home/apt,495,30,0,364
34532,27387238,FLEX. 2BR IN PRIME LOCATION-MIDTOWN EAST,200380610,Manhattan,Midtown,40.7525,-73.96683,Entire home/apt,200,30,0,339
34533,27387265,LUXURY 3BR IN MIDTOWN WEST NEAR COLUMBUS CIRCLE,200380610,Manhattan,Midtown,40.763659999999994,-73.98342,Entire home/apt,435,30,0,329
34643,27482124,"Large, Bright Studio for Rent",20398684,Manhattan,Midtown,40.75135,-73.97197,Entire home/apt,120,2,6,0
34788,27579698,Wyndham Midtown 45 (2 Bedroom Presidential) 7A,100238132,Manhattan,Midtown,40.753609999999995,-73.97202,Entire home/apt,339,3,7,0
34790,27579844,Wyndham Midtown 45 (2 Bedroom Presidential) 6A,100238132,Manhattan,Midtown,40.752159999999996,-73.97351,Entire home/apt,339,3,4,0
34833,27612070,Stylish Studio Perfect Location-Empire State,89767580,Manhattan,Midtown,40.74673,-73.98499,Entire home/apt,250,5,59,58
